SampleID,year,region,site,meso_quadrat_id,host_type,sample_type,survey_type,ASV2,ASV4,ASV6,ASV8,ASV18,ASV28,ASV34,ASV41,ASV46,ASV49,ASV53,ASV56,ASV60,ASV61,ASV64,ASV73,ASV75,ASV80,ASV88,ASV99,ASV108,ASV110,ASV111,ASV112,ASV125,ASV127,ASV130,ASV131,ASV140,ASV147,ASV152,ASV156,ASV159,ASV160,ASV162,ASV177,ASV180,ASV193,ASV201,ASV203,ASV222,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV253,ASV254,ASV271,ASV286,ASV287,ASV300,ASV302,ASV304,ASV311,ASV320,ASV324,ASV327,ASV343,ASV357,ASV360,ASV363,ASV364,ASV365,ASV369,ASV382,ASV423,ASV426,ASV437,ASV467,ASV468,ASV480,ASV483,ASV491,ASV494,ASV518,ASV528,ASV550,ASV553,ASV562,ASV564,ASV566,ASV575,ASV581,ASV589,ASV607,ASV609,ASV616,ASV630,ASV639,ASV642,ASV645,ASV673,ASV682,ASV685,ASV689,ASV692,ASV693,ASV720,ASV725,ASV732,ASV750,ASV756,ASV760,ASV779,ASV785,ASV792,ASV794,ASV800,ASV801,ASV804,ASV840,ASV843,ASV864,ASV867,ASV869,ASV877,ASV898,ASV915,ASV923,ASV924,ASV942,ASV962,ASV965,ASV1008,ASV1039,ASV1041,ASV1046,ASV1050,ASV1075,ASV1088,ASV1107,ASV1141,ASV1144,ASV1155,ASV1162,ASV1168,ASV1192,ASV1196,ASV1219,ASV1236,ASV1263,ASV1294,ASV1344,ASV1361,ASV1373,ASV1374,ASV1381,ASV1388,ASV1393,ASV1417,ASV1419,ASV1433,ASV1439,ASV1440,ASV1443,ASV1467,ASV1489,ASV1492,ASV1501,ASV1506,ASV1513,ASV1566,ASV1570,ASV1592
waterCSPb,2015,choked,choked_south_pigu,0,seawater,seawater,meso_quadrat,0,27,0,3,34,0,0,94,0,5,34,38,47,5,0,0,149,42,2,0,1,0,0,0,173,0,0,0,0,0,0,12,0,92,0,0,113,0,0,0,0,0,17,0,0,0,42,0,17,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
waterCSPtrans1,2015,choked,choked_south_pigu,na,seawater,seawater,south_pigu_transplant_rs,0,0,0,6,305,0,0,14,0,0,0,0,165,0,3,0,4,0,1,7,4,6,0,0,90,0,0,0,0,0,0,40,9,1,0,0,17,0,0,0,0,6,100,0,0,0,51,0,2,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSa16,2016,choked,choked_sandspit,1,seawater,seawater,meso_quadrat,0,9,0,6,8,154,0,58,0,0,73,0,133,6,22,0,0,69,0,0,0,17,0,23,14,0,11,14,0,0,0,114,12,0,0,0,0,4,20,0,13,6,6,0,0,0,35,0,26,0,2,9,3,5,0,0,0,0,6,4,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,7,5,2,0,0,0,20,0,0,0,4,0,0,0,2,0,0,0,6,5,7,1,0,0,0,5,0,0,1,0,0,0,6,0,0,0,3,4,0,9,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
waterCSSA17,2017,choked,choked_sandspit,1,seawater,seawater,meso_quadrat,0,0,0,0,0,0,0,646,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSb16,2016,choked,choked_sandspit,2,seawater,seawater,meso_quadrat,0,9,0,68,80,170,0,102,0,0,39,0,125,7,10,0,0,92,0,0,0,0,0,31,0,0,4,4,0,0,0,51,11,0,0,0,0,9,12,0,19,1,9,0,0,28,41,0,28,0,0,5,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
waterCSSB17,2017,choked,choked_sandspit,2,seawater,seawater,meso_quadrat,0,0,0,0,93,0,0,10,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2
waterCSSB18,2018,choked,choked_sandspit,2,seawater,seawater,meso_quadrat,0,16,17,69,52,0,0,159,0,0,0,0,69,58,19,0,0,31,0,0,0,52,0,0,0,0,0,0,0,0,0,144,8,41,0,0,0,0,0,0,0,0,131,0,0,0,35,0,13,0,0,37,0,0,0,0,0,6,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSc16,2016,choked,choked_sandspit,3,seawater,seawater,meso_quadrat,0,7,0,28,47,165,0,84,2,0,100,0,73,19,21,0,0,39,0,0,0,9,0,29,14,0,15,13,0,0,0,85,30,0,0,0,0,0,13,0,1,0,7,0,0,0,44,0,37,0,0,2,0,5,0,0,0,5,13,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,4,12,2,0,0,0,0,8,0,0,0,6,0,2,0,0,0,2,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,5,0,12,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
waterCSSd16,2016,choked,choked_sandspit,4,seawater,seawater,meso_quadrat,0,20,4,7,0,143,0,123,2,0,177,0,117,17,13,0,0,34,0,0,0,6,0,47,2,0,16,9,0,0,0,75,12,0,0,0,0,2,5,0,22,0,14,0,0,0,36,0,23,0,0,8,0,9,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,11,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCSSe16,2016,choked,choked_sandspit,5,seawater,seawater,meso_quadrat,0,4,0,143,1,108,0,25,3,0,58,0,93,0,29,0,4,10,0,0,0,11,0,46,19,0,27,20,0,0,0,124,18,0,0,0,0,11,19,0,4,0,9,0,0,0,20,0,29,0,5,16,0,18,0,0,0,0,4,7,0,0,0,0,3,0,0,0,0,3,0,2,1,0,0,0,10,8,0,0,0,0,0,19,0,0,0,5,0,0,0,3,0,0,0,1,0,10,0,0,0,0,4,0,0,1,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2
waterCSSE18,2018,choked,choked_sandspit,5,seawater,seawater,meso_quadrat,0,14,3,200,0,0,7,58,0,0,8,0,69,50,6,0,18,15,6,0,6,25,0,0,0,0,0,0,0,0,0,27,6,4,0,0,3,0,0,0,0,0,7,0,0,0,14,0,2,1,0,10,0,0,0,7,0,5,0,5,24,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
waterCWBb,2015,choked,choked_wolf_bottom,na,seawater,seawater,ocean_transect,0,0,0,17,17,0,0,130,0,0,0,0,103,336,0,0,45,16,0,0,6,0,0,0,44,0,0,0,0,0,0,10,0,0,0,0,58,0,0,0,0,0,13,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSEa,2015,goose,goose_southeast,3,seawater,seawater,meso_quadrat,0,0,0,26,106,21,0,65,0,29,80,0,352,0,0,0,38,0,0,0,0,62,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,8,10,0,0,0,64,6,8,13,0,0,11,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSEa16,2016,goose,goose_southeast,2,seawater,seawater,meso_quadrat,0,11,0,26,25,133,2,34,0,0,76,0,180,15,25,2,0,0,1,3,1,2,0,15,8,0,48,55,1,0,0,83,26,1,0,0,1,19,59,0,0,0,9,0,0,0,18,0,9,0,1,19,0,7,0,0,0,0,3,2,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,2,26,0,0,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,4,1,1,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,1,0
waterGSEb,2015,goose,goose_southeast,1,seawater,seawater,meso_quadrat,0,0,0,0,394,114,4,12,0,8,25,0,113,29,0,0,15,0,0,1,0,30,0,12,20,0,9,18,0,0,0,32,6,4,0,0,0,2,8,0,0,1,2,0,0,0,7,0,4,21,0,3,0,31,0,0,0,0,0,5,0,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,2,0,0,6,0,5,0,4,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
waterGSEb16,2016,goose,goose_southeast,5,seawater,seawater,meso_quadrat,1,8,0,32,22,101,2,25,0,0,138,0,138,27,29,0,0,0,0,1,0,0,0,22,12,0,30,52,1,0,0,100,19,0,0,0,0,19,46,0,0,1,11,0,0,0,23,0,6,4,1,26,0,2,0,0,0,0,3,6,0,0,1,0,2,0,0,0,0,0,3,0,1,0,0,0,1,25,0,0,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,1,2,1,1,0,4,0,20,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
waterGSEc,2015,goose,goose_southeast,2,seawater,seawater,meso_quadrat,3,0,0,3,192,9,0,40,0,26,13,0,288,82,0,0,27,0,0,0,0,3,0,8,0,0,0,8,0,0,0,13,7,0,0,0,14,0,0,0,0,3,9,0,0,0,50,0,11,71,0,0,11,4,3,0,0,0,0,0,0,0,1,0,12,0,5,0,0,3,0,65,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSEc16,2016,goose,goose_southeast,3,seawater,seawater,meso_quadrat,4,0,0,23,26,64,1,60,0,0,72,0,194,9,33,0,0,0,2,1,0,4,0,17,0,3,38,39,0,0,3,76,37,1,0,0,0,23,46,1,0,2,23,0,0,0,40,0,28,6,2,4,0,1,0,0,0,0,8,1,0,0,5,0,0,0,0,0,0,0,0,2,5,0,0,0,3,22,5,0,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0,4,4,0,3,0,6,0,8,0,0,0,0,19,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
waterGSEd16,2016,goose,goose_southeast,4,seawater,seawater,meso_quadrat,0,0,0,65,31,76,0,8,0,0,48,0,147,12,48,0,0,0,0,3,1,0,0,16,0,1,78,68,1,0,0,85,21,0,0,0,0,51,79,0,0,0,2,0,0,0,14,0,8,3,0,24,0,4,0,0,0,0,3,4,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,3,21,0,0,0,0,0,3,0,0,0,1,0,0,0,9,0,0,0,2,2,2,2,0,4,0,11,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,2,0,0,0,1,0,3,0,2,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
waterGSWa,2015,goose,goose_southwest,1,seawater,seawater,meso_quadrat,61,0,0,3,26,19,0,49,0,78,25,0,181,152,0,0,32,0,10,0,0,2,0,8,126,2,0,0,0,5,0,6,2,15,0,0,26,0,0,0,0,1,20,0,0,0,8,3,5,37,0,0,4,0,0,0,0,0,0,3,0,0,1,0,15,0,0,0,0,0,0,49,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterGSWa16,2016,goose,goose_southwest,2,seawater,seawater,meso_quadrat,0,28,0,144,69,32,1,78,1,0,162,0,101,4,47,0,0,2,0,2,0,7,0,12,12,0,12,15,0,0,0,79,12,1,0,0,0,3,16,0,0,0,13,0,0,0,8,2,10,1,8,0,0,2,0,0,0,0,1,1,0,0,4,0,0,0,0,1,0,0,0,2,1,0,0,0,0,27,0,0,0,0,0,2,0,0,0,3,0,0,0,7,0,0,0,1,1,2,0,0,2,0,45,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
waterGSWb16,2016,goose,goose_southwest,1,seawater,seawater,meso_quadrat,0,0,1,412,58,69,0,31,0,4,49,0,52,14,19,0,1,0,2,4,0,13,0,16,3,0,18,11,0,0,0,62,23,0,0,0,1,12,12,0,0,0,11,0,0,0,21,0,2,3,0,3,0,4,0,0,0,0,6,4,0,0,9,0,2,0,0,0,0,0,0,2,2,0,0,0,1,13,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,4,4,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
waterGSWc,2015,goose,goose_southwest,2,seawater,seawater,meso_quadrat,62,0,0,50,40,11,0,46,0,104,17,1,229,57,0,4,65,5,14,0,7,7,0,6,13,4,0,0,0,0,0,21,0,14,0,0,10,0,4,0,0,6,27,0,0,0,23,0,7,22,0,0,8,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,39,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
waterGSWd16,2016,goose,goose_southwest,4,seawater,seawater,meso_quadrat,1,0,0,140,109,61,9,54,16,0,68,0,89,17,36,0,3,0,1,9,1,13,0,16,13,0,19,41,0,0,0,89,21,2,0,0,0,9,23,0,0,0,14,0,0,0,9,0,14,0,5,5,0,4,0,0,0,0,7,3,0,0,10,0,2,0,0,0,0,0,0,0,2,0,0,0,0,15,2,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,4,4,4,3,0,4,0,3,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
waterGSWe16,2016,goose,goose_southwest,5,seawater,seawater,meso_quadrat,0,1,0,25,70,36,13,159,5,1,69,0,164,6,33,0,1,1,1,3,0,35,0,15,8,0,19,24,0,0,0,75,16,0,0,0,0,9,17,0,0,0,27,0,0,0,14,3,23,0,3,7,0,3,0,0,0,0,6,3,0,0,11,0,3,0,0,0,0,0,0,2,2,0,0,0,1,43,1,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,4,5,5,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
waterMcNb,2015,mcmullin,mcmullin_south,3,seawater,seawater,meso_quadrat,66,418,0,12,0,0,0,59,0,0,5,11,107,0,0,0,6,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,46,0,0,18,0,0,0,0,4,3,0,0,0,7,0,2,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
waterMcNc,2015,mcmullin,mcmullin_north,3,seawater,seawater,meso_quadrat,64,90,0,22,60,7,0,62,0,0,6,2,329,47,17,0,49,0,0,0,0,12,0,5,30,0,0,0,0,0,0,8,5,24,0,0,21,0,0,0,0,4,13,0,0,0,25,9,20,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,33,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterMcNd,2015,mcmullin,mcmullin_north,5,seawater,seawater,meso_quadrat,226,57,0,216,16,4,0,33,0,2,2,2,211,33,2,0,56,0,0,1,0,5,0,3,28,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,3,6,0,0,0,18,0,1,0,0,1,9,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterMcNe,2015,mcmullin,mcmullin_north,6,seawater,seawater,meso_quadrat,65,76,0,173,26,0,0,43,0,0,0,1,264,22,9,0,77,0,0,0,0,8,0,0,77,0,0,0,0,0,0,3,0,24,0,0,4,0,0,0,0,4,15,0,0,0,14,5,3,9,2,1,6,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterMcNf,2015,mcmullin,mcmullin_north,1,seawater,seawater,meso_quadrat,5,21,0,183,122,41,2,3,1,0,10,0,56,39,149,0,5,0,0,4,0,22,0,44,11,0,10,7,0,0,0,111,3,1,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,6,12,0,14,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
waterMcNg,2015,mcmullin,mcmullin_north,2,seawater,seawater,meso_quadrat,35,52,0,215,19,26,0,51,0,1,3,2,263,28,28,0,41,1,0,0,0,17,0,13,29,0,0,0,0,0,0,15,3,36,0,0,2,0,0,0,0,1,4,0,0,0,29,3,4,0,1,1,2,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterMcSb,2015,mcmullin,mcmullin_south,2,seawater,seawater,meso_quadrat,67,56,0,414,8,4,0,33,0,0,0,0,199,22,0,0,31,1,0,0,0,0,0,4,3,0,0,1,0,0,0,8,1,3,0,0,14,0,0,0,0,0,4,0,0,0,37,0,4,18,0,0,14,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterMcSd,2015,mcmullin,mcmullin_south,5,seawater,seawater,meso_quadrat,224,95,0,1,52,2,0,27,0,0,9,1,231,7,12,2,29,0,1,0,3,13,0,1,43,0,0,0,0,0,0,2,0,62,0,0,5,0,0,0,2,7,10,0,0,0,54,2,4,25,0,0,13,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,21,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
waterMcSg,2015,mcmullin,mcmullin_south,4,seawater,seawater,meso_quadrat,54,76,0,12,14,8,0,27,0,4,5,0,317,23,16,0,49,5,2,0,12,6,0,11,3,0,0,1,0,0,0,13,6,85,0,0,15,0,0,0,0,4,17,0,0,0,99,4,7,16,5,0,12,0,0,0,0,0,0,0,0,0,2,3,8,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
